제품명,Codex 분류 메모,Figma 노출 순서,Figma 반영 상태,SERKAN Code,검수 상태,공식 링크,등록일,분류 확신도,브랜드,세르칸핏,연결 섹션 코드,이미지 상태,제품 사진,제품군,추천 대상,추천 이유 한 줄,카테고리,태그,트렌드 근거,협찬 가능성
상탈 크림 바디워시,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,논픽션,5,,누끼/단독컷 있음,https://is4.fwrdassets.com/images/p/fw/45/NONF-WU1_V1.jpg,바디케어,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
노스카나겔,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,노스카나,5,,일반 제품컷 있음,https://lzd-img-global.slatic.net/g/p/02dc2e889e7cf0488f605a45b674d26f.jpg_720x720q80.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Zinc,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,나우푸드,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/06/40/53/item/1000068534006_i1_1200.jpg,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Magnesium Glycinate,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,나우푸드,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg785b77321318020/nowfoodkorea/web/product/medium/20240430/e99cf4abcbea80ec6143466258d63ae6.jpg,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Potassium Citrate,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,나우푸드,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/45/25/23/item/1000540232545_i1_1200.jpg,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
iO2 전동칫솔,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,오랄비,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/39/13/15/item/1000525151339_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
ER-GK80 바디트리머,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,파나소닉,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/22/58/78/item/1000623785822_i1_1200.jpg,체모·면도,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
시그니처 BHA 리퀴드,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,폴라초이스,5,,누끼/단독컷 있음,https://m.media-amazon.com/images/I/61RHq4MT34L._SL1500_.jpg,클렌징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
시그니처 바하 리퀴드,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,팔라시스,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/73/36/38/item/1000498383673_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
무선 구강세정기,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,필립스,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/35/16/35/item/1000411351635_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
AI 리페어 로션,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,피지오겔,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/69/62/38/item/1000053386269_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
131 파운데이션 브러쉬,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,피카소,5,,누끼/단독컷 있음,https://images-kr.amoremall.com/products/000511000036/000511000036_01.png?1545035507825&1545035507828,메이크업,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
눈썹칼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,피카소,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/43/66/54/item/1000298546643_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
무게조절 덤벨,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,파워블록,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/53/96/51/item/1000534519653_i1_1200.jpg,운동회복,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Re-Nylon Bucket Hat,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,프라다,5,,일반 제품컷 있음,https://www.prada.com/content/dam/pradabkg_products/2/2HC/2HC137/2DMIF0009/2HC137_2DMI_F0009_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.1800.1800.jpg,의류관리,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
무드등,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,랙슨,5,,일반 제품컷 있음,https://ecimg.cafe24img.com/pg1930b45592791062/onsmb/web/product/big/product5.jpg,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
RB4436D 선글라스,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,레이밴,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg1630b14785933088/glasscode24/web/product/big/20250418/9d30d9b38ed319c6c4f968469971a2d2.jpg,의류관리,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
스테인리스 혀클리너,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,리브러쉬,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/42/57/52/item/1000307525742_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
독도 토너,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,라운드랩,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/60/61/62/item/1000546626160_i1_1100.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
약콩 판테놀 토너,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,라운드랩,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/05/05/12/item/1000566120505_i1_1100.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
아쿠아 오아시스 젤크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,에스네이처,5,,이미지 필요,,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
괄사 세트,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,센녹,5,,일반 제품컷 있음,https://ecimg.cafe24img.com/pg196b68210047083/safecarearoma/web/product/big/20241221/954420bd1ea7bf6eaeb24b95356c20b1.png,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
프로바이오시카 에센스 토너,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,스킨1004,5,,누끼/단독컷 있음,https://www.skin1004.com/cdn/shop/files/skin1004-toner-210-ml-probio-cica-essence-toner-40032155336950.png?v=1709706722,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
텀블러,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,스타벅스 × 프래그먼트,5,,일반 제품컷 있음,https://kream-phinf.pstatic.net/MjAyNDAxMzFfOTgg/MDAxNzA2NjgzODQ1NTAw.yVlYUrIr2l4PeNwwk8bxdsBkSsNV1y84H_fWVhZ7QdAg.hcTcBUFph5BFbMDwxI0tYToSA3TBxIr14cOvVBmCFOEg.JPEG/a_d9cc00b1999d4587b5ff62992302008a.jpg,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
스펀지 치실,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,시스테마,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/11/58/19/item/1000529195811_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
퍼퓸 캔들,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,탬버린즈,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/23/79/48/item/1000567487923_i1_1100.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
에르고플러스 베개,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,템퍼,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/12/48/45/item/1000145454812_i1_1200.jpg,수면관리,,,수면관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
나이아신아마이드 페이스 앤 바디 에멀전,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,디오디너리,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/43/81/78/item/1000585788143_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
오랄 린스,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,테라브레스,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/30/79/53/item/1000546537930_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Prime,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,테라건,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/84/43/20/item/1000456204384_i1_250.jpg,운동회복,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Fucking Fabulous,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,톰 포드,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0524/6733/5333/products/TomFordFuckingFabulous-2_1200x1200.jpg?v=1613502712,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Ombre Leather,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,톰 포드,5,,누끼/단독컷 있음,https://cdn.notinoimg.com/social/tom-ford/888066167017_01/ombre-leather___250903.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Dive-In Toner,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,토리든,5,,누끼/단독컷 있음,https://lzd-img-global.slatic.net/g/p/e4a03ec95cfd83d2f7f27fcbd3d651ce.png_720x720q80.png,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
솔리드인 세라마이드 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,토리든,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/29/16/89/item/2097001891629_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
클래식 뉴 향수 공병,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,트라발로,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/65/42/70/item/1000036704265_i1_1200.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
얼그레이,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,트와이닝,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/82/55/30/item/1000012305582_i1_1200.jpg,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
스킨로션,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,우르오스,5,,누끼/단독컷 있음,https://images.unpa.me/1584817,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
요가매트,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,발란시스,5,,일반 제품컷 있음,https://sitem.ssgcdn.com/04/46/65/item/1000059654604_i1_1100.jpg,운동회복,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
Eros Flame,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,베르사체,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/2170/5343/products/VERSACE-EROS-FLAME-100ML-EDP-MEN_1024x1024.png?v=1571610023,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
리들샷,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,브이티,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/37/11/68/item/1000584681137_i1_1100.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
PDRN 광채 에센스,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,브이티,5,,누끼/단독컷 있음,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/fe2f7ce5-86e5-4161-bfe5-a2665566ce7d.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
중량조끼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,워드프렌즈,5,,일반 제품컷 있음,https://ecimg.cafe24img.com/pg417b05090940053/myweight1/web/product/big/20240909/02eaa460855517e1d6ab8928c87e6583.jpg,운동회복,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
온습도계,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,웨더스테이션,5,,일반 제품컷 있음,https://cdn.shopify.com/s/files/1/1164/3030/products/CM2016_1.jpg?v=1455624884,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
WHOOP Band,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,후프,5,,누끼/단독컷 있음,http://cdn.shopify.com/s/files/1/0520/9420/6127/products/WHOOP-Shopify-BANDs-800x800-SuperKnit-New-Year-Fresh-Blue_2_1024x.png?v=1672953593,운동회복,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
텀블러,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,예티,5,,누끼/단독컷 있음,https://eu.yeti.com/cdn/shop/files/Drinkware_Tumbler_20oz_Black_Studio_PrimaryB_ebfc92b4-aaf4-400e-8f19-bff7d72562b6.png?v=1718612017&width=1946,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
아누아 제로캐스트 모이스처라이징 피니쉬 선스크린 SPF50,,,,SR26-SK-SS-P117,검수 필요,https://anua.com/products/zero-cast-moisturizing-finish-sunscreen,2026년 6월 15일 오전 10:39,,Anua,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0753/1429/9158/files/anua-us-sunscreen-zero-cast-moisturizing-finish-sunscreen-1239193733.jpg?v=1779176711,선케어,,,피부관리,,훅: 선크림 바르면 오후에 얼굴이 답답해 보여서 자꾸 건너뛰는 날에 맞다. / 문제: 출근길에는 바르지만 점심 지나면 유분과 답답함이 같이 올라와 다음 날 루틴에서 빠지기 쉽다. / 각도: 백탁보다 '바른 티 없이 버티는 얼굴'을 전면에 두는 데일리 SPF. / 근거: 아누아 공식 제품 페이지의 Zero-cast 선스크린 단품과 공식 CDN 단독 이미지를 확인했다.,높음
SKIN1004 포어마이징 퀵 클레이 스틱 마스크,,,,SR26-SK-HC-P104,검수 필요,https://www.skin1004.com/products/poremizing-quick-clay-stick-mask,2026년 6월 15일 오전 10:39,,SKIN1004,5,,일반 제품컷 있음,https://cdn.shopify.com/s/files/1/0590/4538/0253/files/skin1004-mask-pad-poremizing-quick-clay-stick-mask-40032146948342.png?v=1709706536,홈케어,,,피부관리,,훅: 퇴근하고 코 옆 유분이 손에 묻는 느낌이 싫을 때 쓰기 쉽다. / 문제: 팩은 번거롭고 세안만으로는 번들거림이 덜 정리돼 거울 앞에서 계속 신경이 간다. / 각도: 손에 묻히지 않는 피지 정리 스틱으로 '씻고 바로 끝내는 5분 루틴'을 만들 수 있다. / 근거: SKIN1004 공식 제품 페이지와 공식 CDN 제품 이미지를 확인했다.,보통
SKIN1004 포어마이징 프레쉬 앰플 100ml,,,,SR26-SK-HC-P105,검수 필요,https://www.skin1004.com/products/poremizing-fresh-ampoule,2026년 6월 15일 오전 10:39,,SKIN1004,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0590/4538/0253/products/skin1004-ampoule-serum-100ml-poremizing-fresh-ampoule-38642870780150.png?v=1677149786,홈케어,,,피부관리,,훅: 세수하고 30분만 지나도 코 주변이 다시 번들거리는 사람에게 맞다. / 문제: 유분을 잡으려고 세게 씻으면 볼은 당기고 T존만 다시 올라오는 패턴이 반복된다. / 각도: 피지와 모공을 '더 씻기'가 아니라 가벼운 앰플 루틴으로 다루는 방향. / 근거: SKIN1004 공식 제품 페이지와 공식 CDN 단독 PNG 이미지를 확인했다.,보통
SKIN1004 티트리카 릴리프 앰플 100ml,,,,SR26-SK-BR-P114,검수 필요,https://www.skin1004.com/products/tea-trica-relief-ampoule,2026년 6월 15일 오전 10:39,,SKIN1004,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0590/4538/0253/products/skin1004-ampoule-serum-100ml-tea-trica-relief-ampoule-38642934055158.png?v=1677150503,장벽케어,,,피부관리,,"훅: 면도하거나 마스크 오래 쓴 날 턱 주변이 울긋하게 올라올 때 붙이기 좋다. / 문제: 트러블이 생기면 가리려다 더 만지고, 다음날 아침까지 얼굴 컨디션이 신경 쓰인다. / 각도: 진정 앰플을 '피부가 예민해진 날의 정리 버튼'으로 말할 수 있다. / 근거: SKIN1004 공식 제품 페이지와 공식 CDN 단독 PNG 이미지를 확인했다.",보통
